Text,Label,Num_words,Length_class
Eddie McGuire responds to the news a Collingwood staff member has tested positive for coronavirus. 📺 Stream #AFL: HTTPURL Story 📰: HTTPURL 📱 Match Centre: HTTPURL HTTPURL,INFORMATIVE,27,1
Can the Saddlers do anything for the family of Areema Nasreen from Walsall @USER 36 year old nurse to die from Coronavirus at Walsall Manor. I hope ways can be found to commemorate her life. #NHSheroes HTTPURL,INFORMATIVE,37,1
Great to see more funding for the talented scientists at the @USER to help with the #COVID19 response. The $2.6m from the #MRFF will fund 4 new projects including a new simpler Australian pathology test. #medicalresearch,UNINFORMATIVE,36,1
@USER Lagos State Govt has banned all religious and social gathering of over 20 people.The state govt announced this on its Facebook page after 22 cases of #coronavirus were recorded in the country on Saturday. Before now it imposed restrictions on gatherings of over 50.,INFORMATIVE,45,2
"More than 60,000 in US have recovered HTTPURL Good News Update But, let us continue to pray for all of the families and individuals that have been affected by COVID-19. Thank you so much.",INFORMATIVE,34,1
23 #Covid19 cases now linked to the Redoubt's St Patrick's Day event in Matamata. So pleased I never went to the Redoubt event in Te Awamutu now. Redoubt in Matamata is one of my favourite venues when I'm there. Looking forward to repatronising when it's all over and done.,INFORMATIVE,49,2
"In Africa,the ＃COVID19 pandemic has hit over 50 countries,with more than 7,000 confirmed cases.Chinese medical experts at West China Hospital of Sichuan University have shared their experience in combating COVID19 with their counterparts at Maputo Central Hospital in Mozambique HTTPURL",INFORMATIVE,40,1
"First coronavirus case at UNCC. It came from a Study Abroad student, not one of mine. I hate to say I told you do, but I told you do. HTTPURL",INFORMATIVE,30,1
"Indonesians are panic buying herbs and tonics, one called “jamu”, also ginger and turmeric. They are doing it because the first confirmed cases of #coronavirus. In America the hand sanitizer is flying off the shelves. Interesting how different countries respond differently.",UNINFORMATIVE,41,1
"@USER Is this what 2020 #YearoftheNurse looks like? Individual nurses &amp; students plugging the 40,000+ gaps in NHS (due to years of policy &amp; practice that has not ensured adequate RN supply) and this contribution valued so little, that when “some” die, we don’t even count them? #COVID",UNINFORMATIVE,48,2
"Wikipedia not exactly the best of sources but the current death toll of 10,000+ for Covid-19 (which apparently omits many unrecorded deaths) puts it in the top 10 of UK disasters of the last seven hundred years by death toll. HTTPURL",INFORMATIVE,41,1
OK. The orange threat is speaking. Time to mute the TV. His lies are too dangerous. #coronavirus #COVID19 #TrumpOwnsEveryDeath #TrumpPlague #TrumptheWorstPresidentEVER #TrumpResignNOW #TrumpLiesPeopleDie,UNINFORMATIVE,23,1
"Coronavirus cases in Africa could shoot up from thousands now to 10 million within three to six months according to very provisional modelling, a regional @USER official said on Thursday. @USER HTTPURL HTTPURL HTTPURL",UNINFORMATIVE,34,1
Former soldier says NHS Nightingale is 'tough as war zone' HTTPURL via @USER First Report I Have Seen Since #NightingaleHospital London. He Says He Has Never Seen People Deteriorate So Quickly. @USER Design Could Act As Incubator #Covid_19 Airborne.,UNINFORMATIVE,39,1
"China's post- #coronavirus #car market recovery is harder than you may think! A survey of 1992 consumers in China by US firm #JDPower showed that only 263 people plan to buy cars in the next 6 months, and 265 people decide to postpone their plans due to the epidemic. HTTPURL",UNINFORMATIVE,50,2
"Wow! New York State has not allowed doctors to prescribe Hydroxychloroquine. If Chris Cuomo actually has COVID-19, you can bet he's taking it. You'd think with the massive amount of cases in New York, Andrew Cuomo would approve it.",UNINFORMATIVE,39,1
"India has a total of 11,54,686 registered allopathic doctors. Of this, the government sector—which is where the current testing and treatment of the novel coronavirus is limited to—has 1,16,756 doctors. That amounts to one government doctor for every 10,926 person. #DocsNeedGear",UNINFORMATIVE,41,1
"The oldest patient to recover from #COVID19, 100-year-old Wang, was discharged from Hubei's Maternity and Child Health Care Hospital in #Wuhan on Saturday along with 80 other patients. HTTPURL",INFORMATIVE,29,1
"Today's positive news 67,528,764 people in the UK haven't been killed by Coronavirus which at the moment means 99.996% of the population have survived it",UNINFORMATIVE,25,1
"Former director of the CDC is calling for an investigation into coronavirus testing failures: 'Something went wrong' Fewer than 17,000 COVID-19 tests have been admin'ed inUS, while South Korea more than 248,000 have been dispatched. HTTPURL via @USER",INFORMATIVE,38,1
"4new confirmed cases of COVID-19 were recorded in 9ja 2day. Till date, 26cases have been confirmed, 2cases have been discharged and there has been no death from COVID-19 in 9ja Of the new cases,3 are in Lagos, 1 in Oyo State. Stay safe follow all gov guidelines #FightCOVID19",INFORMATIVE,48,2
#COVID-19 : #Gujarat locks down 4 cities till March 25 as cases spurt HTTPURL #Coronavirus,UNINFORMATIVE,15,0
Singapore reports 13 new coronavirus cases including Singapore Airlines crew - Reuters HTTPURL via @USER,INFORMATIVE,15,0
"CNBC can confirm a memo went out to NBA teams advising them to develop contingency plans should coronavirus worsen. This includes preparing for games without spectators, temperature checks for players, communications w/ fans, preparing what this could mean for payroll, etc",UNINFORMATIVE,41,1
"📬 I delivered “Resignation” from Wendy, a constituent in Huntersville, N.C., to @USER #NC12 #NCpolitics #COVID19 📝 Write your own: HTTPURL HTTPURL",UNINFORMATIVE,22,1
"Two members of Congress, Reps. Ben McAdams of Utah and Mario Diaz-Balart of Florida, have tested positive for #Covid_19",INFORMATIVE,19,0
"Due to the impact of #Covid19, Asia is forecast to grow at 2.4 percent this year, compared to 5.7 percent in 2019, before rebounding to 6.7 percent next year. HTTPURL #ASEAN #covid19 #ncov19 #investment #BackToWork",UNINFORMATIVE,35,1
"#BREAKINGNEWSNOW:DOH Usec Maria Rosario Vergeire says confirmed coronavirus cases in the Philippines now at 380. Deaths have risen to 25, and 15 have recovered. #COVID19PH (via @USER",INFORMATIVE,27,1
"@USER @USER They are calling all sickness, and death #COVIDー19 They are skewing they data for sure. People who are sick, that are not even being tested are being told it’s #Corona and documented. That is deceitful.",UNINFORMATIVE,37,1
COVID-19 Live Updates: 22 more cases in Alberta | Kenney: Social distancing measures to be in place until May HTTPURL,INFORMATIVE,20,0
"In France a 16 yr old girl died of #Covid19. No underlying health issues. Started with a little dry cough, then few days later it became chesty, she was referred to a hospital. 1st test negative,suddenly her health declined rapidly HTTPURL HTTPURL HTTPURL",INFORMATIVE,43,1
"@USER HTTPURL March 22nd - Rand Paul was asymptomatic and tested positive for coronavirus. The GOP does not have to be a death cult, Governor Kemp.",INFORMATIVE,26,1
And how COVID cases are officially over a million. And US is about 25% of them and growing. HTTPURL,INFORMATIVE,19,0
Thank you Karen Rice &amp; @USER for supporting our community! Please consider donating to the Licking County COVID-19 Relief Fund Text to give VIRUS19 to 41444 Go to HTTPURL Mail to United Way of Licking County #LickingCountyCares #IGiveBecauseICare HTTPURL,UNINFORMATIVE,39,1
"#China's #CORONAVIRUS recovery is 'ALL FAKE,' whistleblowers and residents claim #Beijing is pushing districts to carry on business as usual, with some local governments subsidizing electricity costs and even installing mandatory productivity quotas #MOG HTTPURL",UNINFORMATIVE,35,1
"On #MothersDay plz remember that 19 #Palestinian #mothers r held in Israeli jails, 4 no crime but their love 2 their land This occasion comes in exceptional moments where #Israeli authorities neglect providing measures 2 protect them &amp; all detainees from spread of #coronavirus HTTPURL",UNINFORMATIVE,45,2
"COVID-19 Update | March 30, 2020 (5/5): Planning Commission will host its April 1 meeting virtually. From 1 p.m. until 3 p.m., it will be available via: Access: HTTPURL Phone: +1 (646) 749-3122 Access Code: 866-427-605 For more, visit HTTPURL",UNINFORMATIVE,40,1
"@USER Plz convince ALL Catholic Churches, esp in Ft Lauderdale to STOP allowing gatherings!We know a person who has been attending Church because there is a belief that”God will offer protection in his home” &amp; “only 50 people were there “ #COVID19 #socialdistancingfail #CoronavirusUSA",UNINFORMATIVE,44,1
"Enjoyed your piece @USER My q is about strategic sourcing, for ex, for medication &amp; masks. Do you expect this to change or do you suspect that after this covid19 crisis passes that there will be lack of will to change current supplies away from PRC/China? TY in advance.",UNINFORMATIVE,49,2
"An additional 771 #COVID19 patients in New York State have recovered and been discharged - bringing the total number of patients discharged from hospitals to 4,975. #NewYorkTough",INFORMATIVE,27,1
75 million Americans told to stay home as testing continues to reveal more coronavirus cases HTTPURL,UNINFORMATIVE,16,0
"@USER @USER @USER is either vindictive or doing the bidding for *trump. Capt. Crozier must have been desperate to save his men &amp; Modley's incompetence was surely killing them with Covid-19. Modley should be the one to go, not the Captain.",UNINFORMATIVE,41,1
"By the way, there is a special @USER on the air right now about #COVIDー19, the #CoronaVirus. Get More on the reported new case in Lee County on WZVN-TV ABC7 News at 11.",INFORMATIVE,33,1
"@USER 8 years White House, I got 3 times pay cut, was on going hours cut for lazy ass people. 3 Years Trump's I got 3-4 times pay increases, so lazy ass. Dems bring #Wuhanvirus #COVID19 hope to destroy Pres.Trump. Now, Adam Schiff goes under bodies bags 4 his case. #DemsWuhanvirus",UNINFORMATIVE,51,2
"Indian Prime Minister Narendra Modi has announced an extension of the nationwide lockdown till May 3, as the number of COVID-19 cases crossed 10,000. HTTPURL",INFORMATIVE,25,1
1/4 Update on the active #coronavirus cases dynamic. Very bad infection rate in the US; Spain and Germany also keep on the Italian trajectory; France appears to still have a chance to #FlattenTheCuve before healthcare system gets overloaded. HTTPURL,UNINFORMATIVE,39,1
The last patient of the coronavirus in Huhan province(yellow) recovered and got discharged. It's the 8th province that get rid of the #COVID2019 in #China.✌️✌️✌️ HTTPURL,INFORMATIVE,26,1
"@USER Live in FAITH NOT FEAR Research FACTS STOP the PANIC! 👇👇👇 State of NY population = 19,453,561 How many have tested positive in NY State for Coronavirus = 15,777 Deaths in NY State from Coronavirus = 114",INFORMATIVE,38,1
"In line with ongoing efforts to prevent the spread of the Coronavirus (COVID-19), the Ministry of Health today announced it has started conducting field visits across the Kingdom. HTTPURL #Bahrain #BahrainthisWeek #MinistryofHealth #MinistryofInterior #COVID19 HTTPURL",UNINFORMATIVE,35,1
"Is corona virus affecting @USER network? Over one week now, your network has been dead in Kaduna generally, and see attached picture confirming same in Ibadan! @USER Please do better by helping people enjoy the #Covid19 lockdown! #Nigeria #COVIDー19 #StayAtHome HTTPURL",UNINFORMATIVE,41,1
"Coronavirus update: 6th case of COVID-19 in Illinois announced, awaiting CDC confirmation; patient is CPS employee HTTPURL via @USER",INFORMATIVE,19,0
"@USER @USER That ""coronavirus"" is gonna regret... here!!! The Stoney Ginger Beer plus Medlemon are gonna show it flames!!! Tomorrow when u wake up, it will b gone... back to to China!!! Wishing u a speedily recovery!",UNINFORMATIVE,37,1
"Russia has an increase of 37% in pneumonia this year according to german tv docu Galileo, Pro7. Nothing to do with #coronavirus. But they are building a dozen ""Corona Center"" and establish a lock down. Although there is almost no one infected if you believe public figures.. HTTPURL",UNINFORMATIVE,48,2
